label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62
fist,0.0,0.0,0.0,0.23404792794296597,-0.284426476447761,0.009789495672531305,0.3114169584902899,-0.5812734907222386,-0.005543998214522838,0.2229954586299748,-0.7544945850496313,-0.019653539346349527,0.06705339252186548,-0.7480175675019787,-0.037684402554805,0.19335581648655342,-0.9809659209218994,-0.01787149184227098,0.124726367148323,-0.9692249085147155,-0.03801027968186675,0.10272324097817821,-0.796377611346612,-0.07920748545880862,0.11028877912509949,-0.6669928880046256,-0.11359292433274171,-0.03553952851284069,-0.9798948538864886,-0.041777404180640215,-0.07587326012470512,-0.9560919743898673,-0.026004561707303742,-0.0792255079563385,-0.8016773860120519,-0.03975943130875226,-0.059702242317664946,-0.6510796011572199,-0.06084949973878696,-0.24636578063565212,-0.8789448949962692,-0.059516224722804226,-0.26480488906602145,-0.8652645007517459,-0.04693635040270191,-0.24458522622941922,-0.7138978864089751,-0.04029319674407727,-0.21015428991428375,-0.5754355645045146,-0.04698076154136211,-0.4198672955556945,-0.7248723964700678,-0.07572186331002809,-0.42240358927697286,-0.7090667399331189,-0.07768345298929709,-0.38587502547885333,-0.5647248941504066,-0.05179795425652989,-0.34731632131133344,-0.4566021023000678,-0.02672750968473132
fist,0.0,0.0,0.0,0.2367592312142041,-0.2796226353684218,0.006936717086252196,0.31811379150140107,-0.5788966355674036,-0.010460719607467146,0.22443102914891988,-0.7583816344881189,-0.025533812186183603,0.06475055473133305,-0.7507714412838378,-0.04411798724641918,0.19903905553825235,-0.9797163623617099,-0.0232229130640246,0.13428533397158426,-0.9655024538014555,-0.04688201372223118,0.11158229145450775,-0.7886401703264162,-0.0901852976021732,0.1168781038170995,-0.6639972741618603,-0.12636115523095126,-0.030041463670784762,-0.9785325417346386,-0.047067291582715026,-0.06288903134255794,-0.960951711424968,-0.036669012500932206,-0.06773889571114834,-0.8033129821161336,-0.05125786491833236,-0.04994214481045066,-0.6520945796079601,-0.07188154716036127,-0.2406941680650823,-0.8789142662818826,-0.0650540840919361,-0.24956332226211214,-0.8700497183907947,-0.05481588538749882,-0.23064119324098112,-0.7171744852141398,-0.04585142474125875,-0.1991461521514018,-0.5795950667058459,-0.05047489637015722,-0.4130509085406891,-0.725468139062552,-0.08187032159539705,-0.4051056065791339,-0.7144288389786391,-0.08306538808658438,-0.3694522228004937,-0.572540509155808,-0.05588262307408571,-0.3336828176909416,-0.46836371818528755,-0.030210047160341504
fist,0.0,0.0,0.0,0.23620115041570042,-0.2793807892835266,0.003930477287766591,0.31584481961823047,-0.5784608491604726,-0.015591217075595711,0.22302938966349042,-0.7571660236973039,-0.032363043451395915,0.06504247256397712,-0.7525643133619164,-0.052664781988537884,0.19752303578180283,-0.9798680245904997,-0.029039709376170935,0.1376851027448978,-0.957157747774031,-0.057244469577798114,0.115798292887714,-0.7812355204999479,-0.10409360726546468,0.11801209175641923,-0.6566157129350544,-0.14228501831797807,-0.03059301061701457,-0.9757518315160286,-0.05271657870249551,-0.06029091122213388,-0.9503613624126668,-0.046633430613643785,-0.06323512671087739,-0.7940299421463781,-0.06427465372819281,-0.04846666780607106,-0.6446684489784537,-0.0867941737813247,-0.2401563606946649,-0.8741996597391897,-0.07075176724877873,-0.2476506236003798,-0.857307027139063,-0.06366605794867054,-0.22682904032622947,-0.7072388080816449,-0.056262245288846345,-0.19728584304587013,-0.5727316883955613,-0.06160385388831158,-0.41159704386901336,-0.7202461608724863,-0.08790827141580884,-0.4030837941193998,-0.7052011198243361,-0.09087177130193075,-0.36696970156358105,-0.5645949214602622,-0.06426589903992876,-0.33304571714592307,-0.4621733284154919,-0.039014827051381734
fist,0.0,0.0,0.0,0.23389822019592557,-0.2867735245745349,0.005429934336956028,0.3133525012731472,-0.5803136197420161,-0.014242568040764257,0.2218809456347637,-0.7500379049241307,-0.03339014353146115,0.061671142458936665,-0.7428101238474899,-0.05663968604046804,0.20026885106824735,-0.9794392496029397,-0.024313445437345118,0.12407353663200835,-0.9766678818395058,-0.054983612748114,0.09800356273040425,-0.8020808020788309,-0.10036601515557954,0.10672228805980231,-0.6655680697883711,-0.1350154606331807,-0.031053568683140898,-0.9781957698436587,-0.050391253393374635,-0.07626568348651663,-0.9688331677042205,-0.04645307423370645,-0.08495948644394136,-0.8104972336964114,-0.06415296571575477,-0.06575372019254369,-0.6536575216201304,-0.08486493201010659,-0.2441861753465147,-0.8763444860849491,-0.07144924208345685,-0.2671549265615085,-0.8708800361265151,-0.06892985599341944,-0.25076656116060136,-0.7143605032289974,-0.06072085272801481,-0.21661001056459325,-0.5747735230545337,-0.06311988300295823,-0.4209426742863736,-0.7191356296990867,-0.09135562477299952,-0.42507949482956964,-0.7151993609491819,-0.09799476141395859,-0.3899348454859131,-0.5681690944816022,-0.0688944927968639,-0.35098909460976013,-0.46141191510103724,-0.03996327482789711
fist,0.0,0.0,0.0,0.23904976811017187,-0.2776574757246678,-0.0018571288897453549,0.31818764333207805,-0.573607986241424,-0.024123271361719597,0.218386791465925,-0.7453979249725983,-0.042660483182934396,0.05597596624232806,-0.7295554141880602,-0.06547112738922177,0.18750080247796644,-0.9813988539507554,-0.041227885396442364,0.13287052871340535,-0.9618737681820935,-0.07596296368504601,0.1104568826053208,-0.7815238202701246,-0.12456476335462822,0.11458516841230675,-0.6484301409725578,-0.16245949968720572,-0.046343594532091234,-0.9765890143093401,-0.06368429004176568,-0.06983757283333814,-0.9537692105242633,-0.06166974538112307,-0.07352959334483393,-0.7904563374366489,-0.07783960272364394,-0.057207131700710616,-0.6340829752400855,-0.09895388924848214,-0.2591631331304657,-0.8697937494242867,-0.08106392204386495,-0.26143861970890514,-0.8553559656635901,-0.08061127466183914,-0.23984555379125538,-0.6989710917305421,-0.07163836033991908,-0.20800290998416046,-0.5586808060937701,-0.07450170185919049,-0.4323099809031612,-0.708003967625393,-0.0974695393806228,-0.41835775628392685,-0.6994932522905706,-0.10643292976991446,-0.3790144782253433,-0.5524198973098449,-0.07780705070597257,-0.34221558910256833,-0.4440593314356276,-0.04998021344729614
fist,0.0,0.0,0.0,0.22805705658276246,-0.2849221372029923,0.005609583215932083,0.30053782931123985,-0.5743749694509024,-0.014678122046961587,0.20949908592612151,-0.7347113287996574,-0.03161896772036272,0.05530828298266648,-0.713747450420268,-0.05320085780732337,0.1793970698628736,-0.983128343555657,-0.035712062697708914,0.09588735168467877,-0.9436734690117892,-0.06119677319385149,0.07366820460454356,-0.7621306284021633,-0.10498630585707971,0.0883106107451416,-0.6364769954475663,-0.1410238284966673,-0.0533165823123052,-0.9782472540646187,-0.05829061829355779,-0.09701758217044303,-0.9317235524337939,-0.04547759220091988,-0.1024591877976056,-0.7712768145228481,-0.058320058864649894,-0.07671195094578409,-0.615961242532904,-0.07904621193085777,-0.2675734441795178,-0.8726129579389987,-0.07407432152055639,-0.2841057957534576,-0.8344495700615956,-0.06506126696483137,-0.26370214606602005,-0.6815200721465061,-0.060548591076469226,-0.22180054672692703,-0.5392070372937813,-0.06832937695655333,-0.4425148419264626,-0.7120480804732084,-0.08827219973989728,-0.44532374637887573,-0.670271519349097,-0.09616342256926952,-0.4058826691552817,-0.5246373545287931,-0.07484692654273872,-0.36071196724380905,-0.4144815615717715,-0.05182332652438547
fist,0.0,0.0,0.0,0.23065301983186298,-0.2843630026790393,0.0025246215715819392,0.31158294957124066,-0.5724456710589068,-0.01805553290308768,0.22395349054792965,-0.750199203010159,-0.03588950066109213,0.06954867199279557,-0.7468111827730367,-0.05700147768306577,0.18455837321576588,-0.9822748073310763,-0.03277819028938064,0.1300844421337722,-0.9596804419063525,-0.05925123032345648,0.10661499815218214,-0.7874781895502201,-0.10188067731196725,0.10809518422177496,-0.658882951915317,-0.1359439392516429,-0.045495648361912444,-0.9816839547549476,-0.05430401275783059,-0.07338063168396626,-0.9446251924394701,-0.043923041549169754,-0.07908173357190067,-0.7901243712501054,-0.05781215447280222,-0.06196359113735271,-0.636961477681428,-0.07878826185753761,-0.2566182413863769,-0.8805539071051441,-0.06995856503270886,-0.2614596833223367,-0.8631730665532923,-0.06112366806519261,-0.24232868565675247,-0.7150898760037109,-0.05148731728828337,-0.20966102564757094,-0.5730368145521089,-0.05539739730482755,-0.4290933739573831,-0.7223354566344652,-0.0845161008427516,-0.4219301228584083,-0.7178556246207742,-0.08783826472737695,-0.3848672877039028,-0.5764091252672661,-0.05866620063437555,-0.34889510065767243,-0.4628516820748397,-0.030384949620891343
fist,0.0,0.0,0.0,0.24174589337656702,-0.27415650544694903,9.538818482383334e-05,0.3279878676053113,-0.5634941606363332,-0.02024202453121769,0.2360521999860491,-0.7407327263712769,-0.03697311990642102,0.07895295487497125,-0.7305509809079395,-0.05681273616009675,0.19174633344083197,-0.980889101305387,-0.0330138539450882,0.15023098063913165,-0.9565509431444501,-0.06045858428904221,0.1253033591171813,-0.7765828426343703,-0.10515369537863051,0.12283138788944367,-0.6481257093477472,-0.14215021624728105,-0.03757756332450664,-0.9847804306161954,-0.054853065397892614,-0.05913798428768273,-0.9558392314706353,-0.04762183541318694,-0.06428693222733307,-0.7925988234915412,-0.061213099205989656,-0.050562599077116854,-0.6369386820342479,-0.08127709900737874,-0.24884355492004062,-0.8856823475965601,-0.07133554897455276,-0.24859383152571965,-0.8618032739547179,-0.06671797103943172,-0.22824137488856122,-0.7058280744941242,-0.05784312192633376,-0.19912972500757511,-0.5636924874715904,-0.061224791378721576,-0.42266555616942564,-0.7316070785650851,-0.08701004760879175,-0.4078868676183031,-0.7120842262739442,-0.09366352455371842,-0.368882686809728,-0.5683916429254231,-0.06718617518102979,-0.334093023844379,-0.4595099199931644,-0.04102328037393351
fist,0.0,0.0,0.0,0.23173370440832328,-0.2682429457146948,0.006408816792768273,0.31940131618439993,-0.5657007020484925,-0.010964521005441267,0.23883429302489542,-0.742197819028886,-0.02649360991217693,0.08808832730171375,-0.7311937320918022,-0.04613995605731597,0.1994495827953679,-0.979594667341188,-0.024782083033128753,0.11536268897096016,-0.960202347299976,-0.05321966011035759,0.09237458403088016,-0.781847070081352,-0.10090699167372015,0.10601451748085704,-0.6502387350419202,-0.13828448392175274,-0.029586268817358267,-0.980558951961932,-0.04865799244400239,-0.08140555672093272,-0.9533784689636955,-0.041030966141037746,-0.08875330122136743,-0.7951355380130108,-0.057837928429922976,-0.06477715224380635,-0.6366208225147728,-0.07916909927424828,-0.24255872647292523,-0.8839189731287765,-0.0669327053783389,-0.26705236713697933,-0.8598425710025444,-0.06101070244791655,-0.2521401458956302,-0.7067861468761738,-0.056249234747369106,-0.21387821298142204,-0.562722372235804,-0.06173364427380148,-0.4189077817221889,-0.7365639397723517,-0.08420649402736335,-0.42404068498435227,-0.7121722907508763,-0.09011458447919707,-0.3909846720764263,-0.5659945075188755,-0.06645192579366009,-0.3500613947386804,-0.4545837049488549,-0.04146615553392112
fist,0.0,0.0,0.0,0.22789783966918872,-0.2950020652550244,0.01012005784669501,0.3006114588385457,-0.5906821826929718,-0.008196146623250364,0.2014729700358684,-0.7642458279524355,-0.02544037845093734,0.035579590455088246,-0.7538319918136852,-0.04723791172470668,0.1969673350593236,-0.980124575608271,-0.023657667009550336,0.10660751672428778,-0.9684164874013035,-0.04606291317310982,0.073421000376038,-0.7879001211929217,-0.08618126533779638,0.08322125010685844,-0.6546798548514373,-0.11922409487843907,-0.035295882967843833,-0.9859613417225112,-0.04817617732231529,-0.0920710652360914,-0.9577825383911803,-0.035348606539956376,-0.10597302249744128,-0.7954614919814142,-0.04853736352393063,-0.08127856526585014,-0.6350668687757213,-0.06796837716356331,-0.25162908529874334,-0.8910282283858252,-0.06607629668548422,-0.2820212135715039,-0.8607859394819675,-0.05703945911963522,-0.269550861133199,-0.7028023943382912,-0.05245610495250367,-0.2286299037176464,-0.5568486855038003,-0.05926355558061972,-0.4334742595538296,-0.7402831443829282,-0.08207384990010608,-0.44554184609161457,-0.701537471293832,-0.08890371018916603,-0.41404334573451296,-0.5514968646338776,-0.06748276040075633,-0.37024930553615976,-0.4375951325850327,-0.043922452525079134
fist,0.0,0.0,0.0,0.23252086040555256,-0.2883913462227501,-0.004243691839806189,0.3096214788343676,-0.5868569489348568,-0.02812269398661961,0.2110753352943793,-0.759677120953409,-0.0484824357859751,0.046615885109934155,-0.744642724484418,-0.07219862808170699,0.1844062509980339,-0.9822675139166057,-0.033835864063755966,0.1459883790637586,-0.9601944398472674,-0.062360693912069866,0.1161335232706056,-0.7847092222531308,-0.10900228877284837,0.11036304177912903,-0.6579722755145303,-0.1473523775607263,-0.046927331021453945,-0.9850853717384965,-0.05374641744868214,-0.06551308409460666,-0.9499196354765677,-0.04585976832083968,-0.0735041458281248,-0.7922098294437416,-0.06191474593589928,-0.061174380583285115,-0.6377955286541185,-0.08414590336444495,-0.25859703318622895,-0.8863532338644323,-0.06885420927573546,-0.26102107201906716,-0.8645063219196275,-0.06284387168134356,-0.24291558600573468,-0.7116294578633199,-0.05636312705540501,-0.21248586509552408,-0.5670012533271612,-0.06200740200417312,-0.431396830238607,-0.7312368699546357,-0.08357027418615585,-0.4280329233232479,-0.7102599690654688,-0.09048085328265,-0.3946692072839536,-0.5662057564335318,-0.0656340322835913,-0.36070850473575555,-0.4518361230917205,-0.04057128212292136
fist,0.0,0.0,0.0,0.23499212128906688,-0.27899596053505415,-0.004076171606220512,0.31483799962024694,-0.5743773532110973,-0.026163452623866774,0.21802424507571136,-0.7513971856007703,-0.044419402116846425,0.05601700344063295,-0.7487171262212127,-0.06548673069072723,0.20084929059927106,-0.9790599030147383,-0.033185369887057184,0.1494705485922114,-0.9602898625934944,-0.06321572379564339,0.12075900158574586,-0.7869752728154114,-0.10871491054308324,0.11725296243005295,-0.6538105333137352,-0.14505053780333568,-0.03059770915768973,-0.9841059044649207,-0.05268560271621946,-0.06494353487721372,-0.9509844654333262,-0.04799340705633437,-0.0719244056193741,-0.7943551337884167,-0.06377545943964397,-0.055702886131700144,-0.6404977342735885,-0.084913588363333,-0.244805297683081,-0.8863168404672085,-0.0677082238241822,-0.2616926758674064,-0.8639544296707321,-0.06456665881736678,-0.24189307732124807,-0.7119814423499752,-0.05512117394137051,-0.20861093389111865,-0.5708363149123478,-0.05806115208710418,-0.4212773934839185,-0.7305922366703117,-0.08222850697132116,-0.42383203926752344,-0.7206968122901146,-0.09053006673097752,-0.3867250728203607,-0.5781957597185702,-0.06264490964685498,-0.34896508069566734,-0.46611421233465244,-0.034837452483190076
